"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"110","Paul Richardson Jr. (FA)","20","35","262","13.1","46","8","2","2","9","0","0","7","59.1","8.4","0.0%"
"111","Pierre Garcon (FA)","24","46","286","11.9","25","5","1","0","0","0","0","8","58.6","7.3","0.0%"
"112","Trent Taylor (CIN)","26","40","215","8.3","23","1","1","0","0","0","0","14","55.5","4.0","0.1%"
"113","Equanimeous St. Brown (CHI)","21","36","328","15.6","54","9","0","1","5","0","0","12","54.3","4.5","0.2%"
"114","Terrelle Pryor Sr. (FA)","16","30","252","15.8","44","7","2","1","-1","0","0","8","53.1","6.6","0.0%"
"115","Isaiah McKenzie (IND)","18","30","179","9.9","23","1","0","10","66","2","1","8","52.5","6.6","1.3%"
"116","Ted Ginn Jr. (FA)","17","30","209","12.3","42","5","2","3","26","0","1","5","52.5","10.5","0.0%"
"117","Torrey Smith (FA)","17","31","190","11.2","35","3","2","0","0","0","0","11","50.0","4.5","0.0%"
"118","T.J. Jones (FA)","19","27","190","10.0","26","3","2","0","0","0","0","15","50.0","3.3","0.0%"
"119","Chris Moore (TEN)","19","25","196","10.3","30","4","1","5","17","0","0","16","46.3","2.9","0.6%"
"120","Trent Sherfield (BUF)","19","28","210","11.1","21","1","1","0","0","0","0","13","46.0","3.5","0.2%"
"121","Martavis Bryant (FA)","19","27","266","14.0","47","8","0","3","23","0","1","8","45.9","5.7","0.0%"
"122","Keith Kirkwood (NO)","13","21","209","16.1","42","7","2","0","0","0","0","8","45.9","5.7","0.0%"
"123","James Washington (NO)","16","38","217","13.6","47","6","1","0","0","0","0","14","43.7","3.1","0.1%"
"124","DeAndre Carter (LV)","22","25","216","9.8","50","5","0","1","7","0","1","14","42.3","3.0","0.6%"
"125","Bennie Fowler III (FA)","16","27","199","12.4","26","3","1","0","0","0","0","10","41.9","4.2","0.0%"
"126","Chad Williams (FA)","17","46","171","10.1","22","1","1","1","9","0","0","10","41.0","4.1","0.0%"
"127","Russell Shepard (FA)","10","19","188","18.8","49","8","2","0","0","0","0","12","40.8","3.4","0.0%"
"128","Travis Benjamin (FA)","12","24","186","15.5","46","7","1","7","41","0","0","12","40.7","3.4","0.0%"
"129","Tavon Austin (FA)","8","13","140","17.5","64","7","2","6","55","0","0","7","39.5","5.6","0.0%"
"130","Justin Hardy (FA)","14","22","133","9.5","19","0","2","0","0","0","0","16","39.3","2.5","0.0%"
"131","Brandon LaFell (FA)","12","16","135","11.3","24","1","2","0","0","0","0","6","37.5","6.3","0.0%"
"132","Cody Core (FA)","13","28","160","12.3","30","3","1","0","0","0","0","14","37.0","2.6","0.0%"
"133","Alex Erickson (NYJ)","20","29","167","8.4","28","1","0","3","22","0","1","16","36.9","2.3","0.0%"
"134","Marcell Ateman (BUF)","15","31","154","10.3","32","3","1","0","0","0","0","7","36.4","5.2","0.0%"
"135","Cody Latimer (FA)","11","16","190","17.3","39","7","1","0","0","0","0","6","36.0","6.0","0.0%"
"136","Josh Bellamy (FA)","14","25","117","8.4","20","1","1","0","0","0","0","16","33.7","2.1","0.0%"
"137","Deonte Thompson (FA)","17","30","161","9.5","15","0","0","0","0","0","0","13","33.1","2.5","0.0%"
"138","Marvin Hall (FA)","10","19","149","14.9","47","5","1","2","0","0","0","16","30.9","1.9","0.0%"
"139","Austin Carr (FA)","9","14","97","10.8","25","1","2","0","0","0","0","14","30.7","2.2","0.0%"
"140","Brandon Marshall (FA)","11","23","136","12.4","27","2","1","0","0","0","0","7","30.6","4.4","2.6%"
"141","DJ Chark Jr. (CAR)","14","32","174","12.4","38","4","0","0","0","0","1","11","29.4","2.7","54.8%"
"142","Andre Holmes (FA)","13","24","162","12.5","24","5","0","0","0","0","0","15","29.2","1.9","0.0%"
"143","Michael Floyd (FA)","10","24","100","10.0","20","1","1","0","0","0","0","13","28.0","2.2","0.0%"
"144","Damion Ratley (FA)","13","20","144","11.1","27","3","0","0","0","0","0","13","27.4","2.1","0.0%"
"145","Richie James Jr. (KC)","9","14","130","14.4","53","5","1","0","0","0","1","13","26.0","2.0","2.3%"
"146","Andy Jones (FA)","11","24","80","7.3","15","0","1","0","0","0","0","8","25.0","3.1","0.0%"
"147","Cameron Meredith (FA)","9","10","114","12.7","46","4","1","0","0","0","1","6","24.4","4.1","0.0%"
"148","Deontay Burnett (FA)","10","15","143","14.3","29","3","0","0","0","0","0","5","24.3","4.9","0.0%"
"149","Jake Kumerow (FA)","8","11","103","12.9","49","3","1","0","0","0","0","5","24.3","4.9","0.0%"
"150","Brandon Powell (MIN)","11","17","129","11.7","41","3","0","1","4","0","0","6","24.3","4.1","0.1%"
"151","Andre Roberts (FA)","10","18","79","7.9","20","1","1","2","20","0","1","16","23.9","1.5","0.0%"
"152","Trey Quinn (DET)","9","10","75","8.3","15","0","1","1","0","0","0","3","22.5","7.5","0.0%"
"153","Darius Jennings (FA)","11","15","101","9.2","36","2","0","1","2","0","0","16","22.1","1.4","0.0%"
"154","Marcus Johnson (FA)","6","8","102","17.0","34","2","1","1","-2","0","0","5","22.0","4.4","0.0%"
"155","Eli Rogers (FA)","12","14","79","6.6","17","0","0","1","-4","0","0","3","21.5","7.2","0.0%"
"156","Vyncint Smith (IND)","5","10","91","18.2","35","3","1","0","0","0","0","7","20.1","2.9","0.0%"
"157","Leonte Carroo (FA)","2","4","94","47.0","74","5","1","1","14","0","0","9","18.8","2.1","0.0%"
"158","Brice Butler (FA)","6","10","60","10.0","23","1","1","0","0","0","0","8","18.0","2.3","0.0%"
"159","Cameron Batson (FA)","8","11","82","10.3","26","1","0","1","1","0","0","11","16.3","1.5","0.0%"
"160","Tommylee Lewis (FA)","3","3","60","20.0","28","2","1","2","10","0","1","7","14.0","2.0","0.0%"
"161","J.J. Nelson (FA)","7","19","64","9.1","17","0","0","4","0","0","0","14","13.4","1.0","0.0%"
"162","Kevin White (FA)","4","8","92","23.0","54","5","0","0","0","0","0","9","13.2","1.5","0.0%"
"163","Corey Coleman (FA)","5","8","71","14.2","30","2","0","1","5","0","0","8","12.6","1.6","0.0%"
"164","De'Anthony Thomas (FA)","3","5","29","9.7","15","0","1","1","6","0","0","5","12.5","2.5","0.0%"
"165","Russell Gage (TB)","6","10","63","10.5","22","1","0","0","0","0","0","15","12.3","0.8","1.4%"
"166","Kamar Aiken (FA)","6","7","53","8.8","18","0","0","0","0","0","0","5","11.3","2.3","0.0%"
"167","Dwayne Harris (FA)","6","6","40","6.7","13","0","0","2","12","0","0","15","11.2","0.7","0.0%"
"168","Noah Brown (HOU)","5","8","54","10.8","22","1","0","0","0","0","0","8","10.4","1.3","0.6%"
"169","Rashad Greene (FA)","6","8","60","10.0","12","0","0","0","0","0","1","8","10.0","1.3","0.0%"
"170","Bobo Wilson (FA)","4","5","52","13.0","25","1","0","0","0","0","0","5","9.2","1.8","0.1%"
"171","Derrick Willies (FA)","3","5","61","20.3","39","2","0","0","0","0","0","5","9.1","1.8","0.0%"
"172","Jawill Davis (FA)","4","8","40","10.0","22","1","0","0","0","0","0","7","8.0","1.1","0.0%"
"173","Chad Beebe (FA)","4","4","39","9.8","18","0","0","0","0","0","0","3","7.9","2.6","0.0%"
"174","Auden Tate (FA)","4","12","35","8.8","15","0","0","0","0","0","0","7","7.5","1.1","0.0%"
"175","Rishard Matthews (FA)","5","9","24","4.8","7","0","0","0","0","0","0","8","7.4","0.9","0.0%"
"176","Javon Wims (CAR)","4","5","32","8.0","16","0","0","0","0","0","0","4","7.2","1.8","0.0%"
"177","Ray-Ray McCloud III (SF)","5","6","36","7.2","16","0","0","2","4","0","1","10","7.0","0.7","0.6%"
"178","Jalen Tolliver (FA)","3","6","37","12.3","15","0","0","0","0","0","0","3","6.7","2.2","0.0%"
"179","Shelton Gibson (FA)","1","3","48","48.0","48","3","0","0","0","0","0","15","5.8","0.4","0.0%"
"180","Justin Hunter (FA)","3","13","21","7.0","12","0","0","0","0","0","0","5","5.1","1.0","0.0%"
"181","Brian Quick (FA)","3","3","18","6.0","6","0","0","0","0","0","0","6","4.8","0.8","0.0%"
"182","Charone Peake (FA)","2","3","25","12.5","14","0","0","0","0","0","0","13","4.5","0.3","0.0%"
"183","Malik Turner (IND)","2","3","20","10.0","19","0","0","0","0","0","0","6","4.0","0.7","0.0%"
"184","Terrance Williams (FA)","2","3","18","9.0","12","0","0","0","0","0","0","3","3.8","1.3","0.0%"
"185","KhaDarel Hodge (ATL)","2","3","17","8.5","14","0","0","0","0","0","0","14","3.7","0.3","0.1%"
"186","River Cracraft (MIA)","1","2","44","44.0","44","3","0","0","0","0","1","8","3.4","0.4","0.1%"
"187","Brandon Zylstra (FA)","1","2","23","23.0","23","1","0","0","0","0","0","16","3.3","0.2","0.0%"
"188","Gehrig Dieter (FA)","1","3","22","22.0","22","1","0","0","0","0","0","4","3.2","0.8","0.0%"
"189","Jeremy Kerley (FA)","2","4","7","3.5","4","0","0","0","0","0","0","1","2.7","2.7","0.0%"
"190","Tim White (FA)","1","1","14","14.0","14","0","0","0","0","0","0","3","2.4","0.8","0.0%"
"191","Sammie Coates (FA)","1","2","12","12.0","12","0","0","0","0","0","0","12","2.2","0.2","0.0%"
"192","Josh Malone (FA)","1","5","12","12.0","12","0","0","0","0","0","0","9","2.2","0.2","0.0%"
"193","Victor Bolden Jr. (FA)","1","4","10","10.0","10","0","0","0","0","0","0","6","2.0","0.3","0.0%"
"194","Justin Hardee (NYJ)","1","1","10","10.0","10","0","0","0","0","0","0","16","2.0","0.1","0.0%"
"195","Cam Phillips (FA)","1","1","9","9.0","9","0","0","0","0","0","0","2","1.9","1.0","0.0%"
"196","Keon Hatcher (FA)","1","2","8","8.0","8","0","0","0","0","0","0","3","1.8","0.6","0.0%"
"197","Damiere Byrd (CAR)","1","2","8","8.0","8","0","0","0","0","0","0","8","1.8","0.2","0.0%"
"198","Darvin Kidsy (FA)","1","2","8","8.0","8","0","0","0","0","0","0","2","1.8","0.9","0.0%"
"199","Marcus Kemp (WAS)","1","2","7","7.0","7","0","0","0","0","0","0","16","1.7","0.1","0.0%"
"200","Jamal Agnew (JAC)","0","0","0","0","0","0","0","1","17","0","0","6","1.7","0.3","0.7%"
"201","Allen Lazard (NYJ)","1","1","7","7.0","7","0","0","0","0","0","0","1","1.7","1.7","66.7%"
"202","Justin Watson (KC)","1","3","5","5.0","5","0","0","0","0","0","0","12","1.5","0.1","0.2%"
"203","J'Mon Moore (FA)","2","3","15","7.5","10","0","0","0","0","0","1","12","1.5","0.1","0.0%"
"204","Jehu Chesson (FA)","1","2","7","7.0","7","0","0","1","-4","0","0","12","1.3","0.1","0.0%"
"205","Darrius Heyward-Bey (FA)","1","2","9","9.0","9","0","0","1","-7","0","0","14","1.2","0.1","0.0%"
"206","Nick Williams (FA)","2","5","17","8.5","11","0","0","0","0","0","0","4","0.0","0.0","0.0%"
"207","Markus Wheaton (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"208","Matthew Slater (NE)","0","0","0","0","0","0","0","0","0","0","0","16","0.0","0.0","0.1%"
"209","Brandon Tate (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"210","Mike Wallace (FA)","0","3","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"211","Deante Burton (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"212","Lance Lenoir Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"213","Isaiah Ford (CHI)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"214","Tanner McEvoy (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"215","Malachi Dupre (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"216","Brendan Langley (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"217","Stacy Coley (FA)","0","1","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"218","Janarion Grant (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"219","Cam Sims (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"220","Da'Mari Scott (FA)","0","0","0","0","0","0","0","0","0","0","0","3","0.0","0.0","0.0%"
"221","Chris Lacy (LV)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"222","Daurice Fountain (CHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"223","Quadree Henderson (FA)","0","0","0","0","0","0","0","0","0","0","0","5","0.0","0.0","0.0%"
"224","Steven Dunbar Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"225","Saeed Blacknall (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"226","Rico Gafford (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"227","Steven Mitchell Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"228","Geremy Davis (FA)","0","1","0","0","0","0","0","0","0","0","0","14","0.0","0.0","0.0%"
"229","Duron Carter (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"230","Bradley Marquez (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"231","Ty Montgomery (NE)","25","40","235","9.4","43","4","0","41","188","1","1","13","0.0","0.0","0.7%"
"232","Freddie Martino (FA)","0","1","0","0","0","0","0","0","0","0","0","4","0.0","0.0","0.1%"
"233","Mike Thomas (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"234","Trevor Davis (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"235","Johnny Holton (FA)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"236","Jaydon Mickens (NYG)","0","0","0","0","0","0","0","0","0","0","0","6","0.0","0.0","0.0%"
"237","Mose Frazier (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"238","Keenan Reynolds (FA)","0","0","0","0","0","0","0","0","0","0","0","2","0.0","0.0","0.0%"
"239","Alonzo Russell (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"240","Pharoh Cooper (FA)","0","1","0","0","0","0","0","0","0","0","0","7","0.0","0.0","0.0%"
"241","J.J. Jones (FA)","1","1","3","3.0","3","0","0","1","0","0","1","4","-0.7","-0.2","0.0%"
"242","Rod Streater (FA)","0","0","0","0","0","0","0","1","-11","0","0","3","-1.1","-0.4","0.1%"
"243","Kaelin Clay (FA)","0","0","0","0","0","0","0","0","0","0","1","2","-2.0","-1.0","0.0%"
"244","Riley McCarron (FA)","0","1","0","0","0","0","0","0","0","0","1","1","-2.0","-2.0","0.0%"
"245","JoJo Natson (FA)","0","0","0","0","0","0","0","0","0","0","1","13","-2.0","-0.2","0.0%"
""
""
